Page,Sentence,Entity,Type
7,"Therefore Sections 195(1)(b)(i) and 340, CrPC will not be
applicable in the present case where documents were fabricated
during the investigative phase prior to their production during
before the Trial Court.",195(1)(b)(i,CARDINAL
7,"Therefore Sections 195(1)(b)(i) and 340, CrPC will not be
applicable in the present case where documents were fabricated
during the investigative phase prior to their production during
before the Trial Court.",340,CARDINAL
7,"Therefore Sections 195(1)(b)(i) and 340, CrPC will not be
applicable in the present case where documents were fabricated
during the investigative phase prior to their production during
before the Trial Court.",CrPC,ORG
7,"Therefore Sections 195(1)(b)(i) and 340, CrPC will not be
applicable in the present case where documents were fabricated
during the investigative phase prior to their production during
before the Trial Court.",the Trial Court,ORG
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",The High Court,ORG
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",Court,ORG
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",Sachida,GPE
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",Nand Singh,PERSON
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",1998,DATE
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",2,CARDINAL
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",Singh Marwah,PERSON
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",Sachida,GPE
7,"The High Court relied upon the decision of a three­Judge
Bench of this Court in Sachida Nand Singh and Another v.
State of Bihar and Another, (1998) 2 SCC 493, and the later
Constitution Bench decision in Iqbal Singh Marwah (supra)
which affirmed the view taken in Sachida Nand Singh, while
laying down its opinion.",Nand Singh,PERSON
7,"Though these decisions were rendered in
the context of interpreting Section 195(1)(b)(ii) of the CrPC, the
High Court held that Section 195(1)(b)(i) is analogous to the
former provision.",CrPC,ORG
7,"Though these decisions were rendered in
the context of interpreting Section 195(1)(b)(ii) of the CrPC, the
High Court held that Section 195(1)(b)(i) is analogous to the
former provision.",Section 195(1)(b)(i,LAW
7,"On merits, the High Court confirmed the Trial Court’s
finding that the Accused had conspired to fabricate false evidence
for shielding Appellant/Accused No. 1 from prosecution in the
7",High Court,ORG
7,"On merits, the High Court confirmed the Trial Court’s
finding that the Accused had conspired to fabricate false evidence
for shielding Appellant/Accused No. 1 from prosecution in the
7",the Trial Court’s,ORG
7,"On merits, the High Court confirmed the Trial Court’s
finding that the Accused had conspired to fabricate false evidence
for shielding Appellant/Accused No. 1 from prosecution in the
7",Accused,PERSON
7,"On merits, the High Court confirmed the Trial Court’s
finding that the Accused had conspired to fabricate false evidence
for shielding Appellant/Accused No. 1 from prosecution in the
7",Appellant/Accused No,WORK_OF_ART
7,"On merits, the High Court confirmed the Trial Court’s
finding that the Accused had conspired to fabricate false evidence
for shielding Appellant/Accused No. 1 from prosecution in the
7",1,CARDINAL
7,"On merits, the High Court confirmed the Trial Court’s
finding that the Accused had conspired to fabricate false evidence
for shielding Appellant/Accused No. 1 from prosecution in the
7",7,CARDINAL
8,"However, taking into consideration
the advanced age of the Accused and the long passage of time
since taking of cognizance of the case, the sentences awarded to
the Accused were reduced.",Accused,LOC
8,"Nevertheless, the Accused have come
before us in the present appeals challenging the impugned
judgment of the High Court.",the High Court,ORG
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",4,CARDINAL
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",Basava Prabhu Patil,PERSON
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",Amit Anand,PERSON
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",B. Karunakaran,PERSON
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",the Appellants/Accused,ORG
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",Section 195(1)(b)(i,LAW
8,"4. Learned senior counsel Mr. Basava Prabhu Patil, and
learned counsel Mr. Amit Anand Tiwari and Mr. B. Karunakaran
appearing for the Appellants/Accused, have forcefully argued
that Section 195(1)(b)(i), CrPC cannot be construed as analogous
to Section 195(1)(b)(ii).",CrPC,ORG
8,"Therefore, the holding of the Constitution
Bench in Iqbal Singh Marwah (supra) will not be applicable to
the present case.","the Constitution
Bench",LAW
8,"Therefore, the holding of the Constitution
Bench in Iqbal Singh Marwah (supra) will not be applicable to
the present case.",Iqbal Singh Marwah,PERSON
8,"They have relied upon Bandekar Brothers
Pvt. Ltd. and Another v. Prasad Vassudev Keni and Others,
AIR 2020 SC 4247 in support of their contentions.","Bandekar Brothers
Pvt. Ltd.",ORG
8,"They have relied upon Bandekar Brothers
Pvt. Ltd. and Another v. Prasad Vassudev Keni and Others,
AIR 2020 SC 4247 in support of their contentions.",Vassudev Keni,PERSON
8,"They have relied upon Bandekar Brothers
Pvt. Ltd. and Another v. Prasad Vassudev Keni and Others,
AIR 2020 SC 4247 in support of their contentions.",AIR 2020 SC 4247,ORG
8,"Thus, they
have stressed that there is an absolute bar against taking of
cognizance for the offences specified under Section 195(1)(b)(i),
CrPC by any means except upon written complaint by the
concerned Court.",Section 195(1)(b)(i,LAW
8,"Thus, they
have stressed that there is an absolute bar against taking of
cognizance for the offences specified under Section 195(1)(b)(i),
CrPC by any means except upon written complaint by the
concerned Court.",CrPC,ORG
8,"Thus, they
have stressed that there is an absolute bar against taking of
cognizance for the offences specified under Section 195(1)(b)(i),
CrPC by any means except upon written complaint by the
concerned Court.",Court,ORG
8,"This is even if the offence of giving false
evidence under Section 193, IPC was allegedly committed prior to
8",Section 193,LAW
8,"This is even if the offence of giving false
evidence under Section 193, IPC was allegedly committed prior to
8",IPC,ORG
8,"This is even if the offence of giving false
evidence under Section 193, IPC was allegedly committed prior to
8",8,CARDINAL
9,"Therefore, the prosecution
lodged by the Respondent agency against the Accused under
Section 193, IPC is unsustainable.",Accused,PERSON
9,"Therefore, the prosecution
lodged by the Respondent agency against the Accused under
Section 193, IPC is unsustainable.",Section 193,LAW
9,"Therefore, the prosecution
lodged by the Respondent agency against the Accused under
Section 193, IPC is unsustainable.",IPC,ORG
9,"4.1 Per contra, learned Additional Solicitor General
appearing for the Respondent, Ms. Aishwarya Bhati, has
contended that the holding in Iqbal Singh Marwah is applicable
in respect of Section 195(1)(b)(i) of the CrPC as well.",4.1,CARDINAL
9,"4.1 Per contra, learned Additional Solicitor General
appearing for the Respondent, Ms. Aishwarya Bhati, has
contended that the holding in Iqbal Singh Marwah is applicable
in respect of Section 195(1)(b)(i) of the CrPC as well.",Additional Solicitor General,ORG
9,"4.1 Per contra, learned Additional Solicitor General
appearing for the Respondent, Ms. Aishwarya Bhati, has
contended that the holding in Iqbal Singh Marwah is applicable
in respect of Section 195(1)(b)(i) of the CrPC as well.",Aishwarya Bhati,PERSON
9,"4.1 Per contra, learned Additional Solicitor General
appearing for the Respondent, Ms. Aishwarya Bhati, has
contended that the holding in Iqbal Singh Marwah is applicable
in respect of Section 195(1)(b)(i) of the CrPC as well.",Singh Marwah,PERSON
9,"4.1 Per contra, learned Additional Solicitor General
appearing for the Respondent, Ms. Aishwarya Bhati, has
contended that the holding in Iqbal Singh Marwah is applicable
in respect of Section 195(1)(b)(i) of the CrPC as well.",Section 195(1)(b)(i,LAW
9,"4.1 Per contra, learned Additional Solicitor General
appearing for the Respondent, Ms. Aishwarya Bhati, has
contended that the holding in Iqbal Singh Marwah is applicable
in respect of Section 195(1)(b)(i) of the CrPC as well.",CrPC,ORG
9,"She has also
sought to distinguish Bandekar Brothers (supra) and other
decisions relied upon by the learned counsel for the
Appellants/Accused on the ground that these were rendered in
the particular facts of those cases, and will not apply to the
present case.",Bandekar Brothers,ORG
9,"She has also
sought to distinguish Bandekar Brothers (supra) and other
decisions relied upon by the learned counsel for the
Appellants/Accused on the ground that these were rendered in
the particular facts of those cases, and will not apply to the
present case.",Appellants/Accused,ORG
9,"Before we proceed further, we must first consider the
relevant provisions of Sections 195 and 340, CrPC.",first,ORDINAL
9,"Before we proceed further, we must first consider the
relevant provisions of Sections 195 and 340, CrPC.","Sections 195 and 340,",ORG
9,"Before we proceed further, we must first consider the
relevant provisions of Sections 195 and 340, CrPC.",CrPC,ORG
9,"(1) No Court shall take cognizance—
(b)(i) of any offence punishable under any of the
following sections of the Indian Penal Code (45 of
1860), namely, sections 193 to 196 (both inclusive),
199, 200, 205 to 211 (both inclusive) and 228, when
9",1,CARDINAL
9,"(1) No Court shall take cognizance—
(b)(i) of any offence punishable under any of the
following sections of the Indian Penal Code (45 of
1860), namely, sections 193 to 196 (both inclusive),
199, 200, 205 to 211 (both inclusive) and 228, when
9",the Indian Penal Code,LAW
9,"(1) No Court shall take cognizance—
(b)(i) of any offence punishable under any of the
following sections of the Indian Penal Code (45 of
1860), namely, sections 193 to 196 (both inclusive),
199, 200, 205 to 211 (both inclusive) and 228, when
9",45,CARDINAL
9,"(1) No Court shall take cognizance—
(b)(i) of any offence punishable under any of the
following sections of the Indian Penal Code (45 of
1860), namely, sections 193 to 196 (both inclusive),
199, 200, 205 to 211 (both inclusive) and 228, when
9",1860,DATE
